instance,fitness,convergence_gen,execution_time,num_routes,num_used_depots,is_valid,population_size,elite_percent,mutants_percent,max_generations,p_bias
p01,1229.95,46,3.316,11,4,True,50,0.1,0.1,50,0.7
p01,1216.15,44,3.354,11,4,True,50,0.1,0.1,50,0.8
p01,1165.47,34,3.503,11,4,True,50,0.1,0.1,50,0.9
p01,1184.79,43,3.924,11,4,True,50,0.1,0.1,100,0.7
p01,1139.8,31,4.668,11,4,True,50,0.1,0.1,100,0.8
p01,1196.66,30,2.745,11,4,True,50,0.1,0.1,100,0.9
p01,1232.13,36,2.816,11,4,True,50,0.1,0.1,150,0.7
p01,1202.53,21,4.249,11,4,True,50,0.1,0.1,150,0.8
p01,1173.43,9,2.136,11,4,True,50,0.1,0.1,150,0.9
p01,1097.39,46,4.129,11,4,True,50,0.1,0.1,200,0.7
p01,1270.09,13,2.109,11,4,True,50,0.1,0.1,200,0.8
p01,1182.89,5,2.543,11,4,True,50,0.1,0.1,200,0.9
p01,1138.22,26,2.627,11,4,True,50,0.1,0.1,250,0.7
p01,1204.57,27,2.212,11,4,True,50,0.1,0.1,250,0.8
p01,1129.23,7,3.399,11,4,True,50,0.1,0.1,250,0.9
p01,1376.79,43,2.464,11,4,True,50,0.1,0.2,50,0.7
p01,1032.97,46,3.693,11,4,True,50,0.1,0.2,50,0.8
p01,1170.28,16,2.775,11,4,True,50,0.1,0.2,50,0.9
p01,1225.36,58,4.086,11,4,True,50,0.1,0.2,100,0.7
p01,1117.44,9,3.338,11,4,True,50,0.1,0.2,100,0.8
p01,1126.47,19,3.308,11,4,True,50,0.1,0.2,100,0.9
p01,1054.97,38,4.865,11,4,True,50,0.1,0.2,150,0.7
p01,1053.68,45,3.959,11,4,True,50,0.1,0.2,150,0.8
p01,1187.6,50,3.867,11,4,True,50,0.1,0.2,150,0.9
p01,1153.0,41,3.279,11,4,True,50,0.1,0.2,200,0.7
p01,1143.47,18,3.597,11,4,True,50,0.1,0.2,200,0.8
p01,1278.6,32,2.185,11,4,True,50,0.1,0.2,200,0.9
p01,1054.16,56,6.307,11,4,True,50,0.1,0.2,250,0.7
p01,1141.07,60,3.85,11,4,True,50,0.1,0.2,250,0.8
p01,1279.3,22,3.076,11,4,True,50,0.1,0.2,250,0.9
p01,1212.77,49,3.686,11,4,True,50,0.1,0.3,50,0.7
p01,1218.92,48,3.547,11,4,True,50,0.1,0.3,50,0.8
p01,1115.43,48,3.71,11,4,True,50,0.1,0.3,50,0.9
p01,1100.66,56,5.124,11,4,True,50,0.1,0.3,100,0.7
p01,1033.18,49,5.016,11,4,True,50,0.1,0.3,100,0.8
p01,1168.01,40,4.174,11,4,True,50,0.1,0.3,100,0.9
p01,1153.3,53,3.809,11,4,True,50,0.1,0.3,150,0.7
p01,994.675,27,3.618,11,4,True,50,0.1,0.3,150,0.8
p01,1098.89,39,3.989,11,4,True,50,0.1,0.3,150,0.9
p01,1134.73,51,3.541,11,4,True,50,0.1,0.3,200,0.7
p01,1241.8,12,1.731,11,4,True,50,0.1,0.3,200,0.8
p01,1283.93,68,3.928,11,4,True,50,0.1,0.3,200,0.9
p01,1098.89,64,4.754,11,4,True,50,0.1,0.3,250,0.7
p01,1095.81,33,2.857,11,4,True,50,0.1,0.3,250,0.8
p01,1158.18,9,2.728,11,4,True,50,0.1,0.3,250,0.9
p01,1160.14,1,2.204,11,4,True,50,0.1,0.4,50,0.7
p01,1248.37,44,3.641,11,4,True,50,0.1,0.4,50,0.8
p01,1274.0,43,2.92,11,4,True,50,0.1,0.4,50,0.9
p01,1361.15,68,3.371,11,4,True,50,0.1,0.4,100,0.7
p01,1204.92,3,2.5,11,4,True,50,0.1,0.4,100,0.8
p01,1168.6,23,2.388,11,4,True,50,0.1,0.4,100,0.9
p01,1325.22,14,1.292,11,4,True,50,0.1,0.4,150,0.7
p01,1210.92,39,3.353,11,4,True,50,0.1,0.4,150,0.8
p01,1202.5,67,4.046,11,4,True,50,0.1,0.4,150,0.9
p01,1263.66,10,1.177,11,4,True,50,0.1,0.4,200,0.7
p01,1091.06,64,4.351,11,4,True,50,0.1,0.4,200,0.8
p01,1296.23,29,2.145,11,4,True,50,0.1,0.4,200,0.9
p01,1261.98,40,3.101,11,4,True,50,0.1,0.4,250,0.7
p01,1176.2,19,3.412,11,4,True,50,0.1,0.4,250,0.8
p01,1251.49,48,4.462,11,4,True,50,0.1,0.4,250,0.9
p01,1293.59,7,2.102,11,4,True,50,0.1,0.5,50,0.7
p01,1203.67,46,3.269,11,4,True,50,0.1,0.5,50,0.8
p01,1274.67,35,2.758,11,4,True,50,0.1,0.5,50,0.9
p01,1305.98,5,1.318,11,4,True,50,0.1,0.5,100,0.7
p01,1114.42,36,4.66,11,4,True,50,0.1,0.5,100,0.8
p01,1112.51,15,2.02,11,4,True,50,0.1,0.5,100,0.9
p01,1373.24,20,1.923,11,4,True,50,0.1,0.5,150,0.7
p01,1288.97,5,1.118,11,4,True,50,0.1,0.5,150,0.8
p01,1156.34,111,7.169,11,4,True,50,0.1,0.5,150,0.9
p01,1177.16,7,2.124,11,4,True,50,0.1,0.5,200,0.7
p01,1162.62,2,2.315,11,4,True,50,0.1,0.5,200,0.8
p01,1230.5,10,3.722,11,4,True,50,0.1,0.5,200,0.9
p01,1195.6,41,3.611,11,4,True,50,0.1,0.5,250,0.7
p01,1164.86,17,3.329,11,4,True,50,0.1,0.5,250,0.8
p01,1110.56,29,5.437,11,4,True,50,0.1,0.5,250,0.9
p01,1164.7,41,4.323,11,4,True,50,0.2,0.1,50,0.7
p01,1152.07,48,4.377,11,4,True,50,0.2,0.1,50,0.8
p01,1119.85,33,3.349,11,4,True,50,0.2,0.1,50,0.9
p01,1054.77,35,6.977,11,4,True,50,0.2,0.1,100,0.7
p01,1074.8,20,4.347,11,4,True,50,0.2,0.1,100,0.8
p01,1300.37,25,3.921,11,4,True,50,0.2,0.1,100,0.9
p01,1164.54,38,5.368,11,4,True,50,0.2,0.1,150,0.7
p01,1110.83,4,3.484,11,4,True,50,0.2,0.1,150,0.8
p01,1203.15,36,3.96,11,4,True,50,0.2,0.1,150,0.9
p01,1099.89,4,4.044,11,4,True,50,0.2,0.1,200,0.7
p01,1005.63,35,9.567,11,4,True,50,0.2,0.1,200,0.8
p01,1258.84,13,3.155,11,4,True,50,0.2,0.1,200,0.9
p01,1018.56,32,6.29,11,4,True,50,0.2,0.1,250,0.7
p01,1223.07,35,5.28,11,4,True,50,0.2,0.1,250,0.8
p01,1226.55,96,8.266,11,4,True,50,0.2,0.1,250,0.9
p01,1297.27,46,3.352,11,4,True,50,0.2,0.2,50,0.7
p01,1113.4,45,4.85,11,4,True,50,0.2,0.2,50,0.8
p01,1293.87,40,4.316,11,4,True,50,0.2,0.2,50,0.9
p01,1119.2,71,8.219,11,4,True,50,0.2,0.2,100,0.7
p01,1195.34,6,4.096,11,4,True,50,0.2,0.2,100,0.8
p01,1228.77,53,5.163,11,4,True,50,0.2,0.2,100,0.9
p01,1220.84,9,5.128,11,4,True,50,0.2,0.2,150,0.7
p01,1159.34,54,6.543,11,4,True,50,0.2,0.2,150,0.8
p01,1252.0,57,7.364,11,4,True,50,0.2,0.2,150,0.9
p01,1018.08,104,9.154,11,4,True,50,0.2,0.2,200,0.7
p01,1145.73,54,6.368,11,4,True,50,0.2,0.2,200,0.8
p01,1073.52,46,4.664,11,4,True,50,0.2,0.2,200,0.9
p01,1142.41,59,6.438,11,4,True,50,0.2,0.2,250,0.7
p01,1054.72,70,6.879,11,4,True,50,0.2,0.2,250,0.8
p01,1212.87,4,1.749,11,4,True,50,0.2,0.2,250,0.9
p01,1168.17,8,2.546,11,4,True,50,0.2,0.3,50,0.7
p01,1112.1,49,4.834,11,4,True,50,0.2,0.3,50,0.8
p01,1242.58,14,3.664,11,4,True,50,0.2,0.3,50,0.9
p01,1276.89,10,1.918,11,4,True,50,0.2,0.3,100,0.7
p01,1306.3,53,4.18,11,4,True,50,0.2,0.3,100,0.8
p01,1097.15,40,7.216,11,4,True,50,0.2,0.3,100,0.9
p01,1331.29,14,2.448,11,4,True,50,0.2,0.3,150,0.7
p01,1094.44,73,10.26,11,4,True,50,0.2,0.3,150,0.8
p01,1201.83,46,5.64,11,4,True,50,0.2,0.3,150,0.9
p01,1282.93,12,1.703,11,4,True,50,0.2,0.3,200,0.7
p01,1217.77,43,5.125,11,4,True,50,0.2,0.3,200,0.8
p01,1144.95,48,6.952,11,4,True,50,0.2,0.3,200,0.9
p01,1309.59,15,2.173,11,4,True,50,0.2,0.3,250,0.7
p01,1296.44,15,2.324,11,4,True,50,0.2,0.3,250,0.8
p01,1104.12,25,5.023,11,4,True,50,0.2,0.3,250,0.9
p01,1351.0,38,3.316,11,4,True,50,0.2,0.4,50,0.7
p01,1270.72,20,2.663,11,4,True,50,0.2,0.4,50,0.8
p01,1288.12,47,4.837,11,4,True,50,0.2,0.4,50,0.9
p01,1311.64,19,2.256,11,4,True,50,0.2,0.4,100,0.7
p01,1326.38,71,4.301,11,4,True,50,0.2,0.4,100,0.8
p01,1181.89,51,6.731,11,4,True,50,0.2,0.4,100,0.9
p01,1366.2,1,1.136,11,4,True,50,0.2,0.4,150,0.7
p01,1311.26,13,1.581,11,4,True,50,0.2,0.4,150,0.8
p01,1113.25,15,3.591,11,4,True,50,0.2,0.4,150,0.9
p01,1337.34,28,3.043,11,4,True,50,0.2,0.4,200,0.7
p01,1293.24,21,2.729,11,4,True,50,0.2,0.4,200,0.8
p01,1192.03,21,3.012,11,4,True,50,0.2,0.4,200,0.9
p01,1374.81,7,1.472,11,4,True,50,0.2,0.4,250,0.7
p01,1260.45,45,4.644,11,4,True,50,0.2,0.4,250,0.8
p01,1050.33,19,5.465,11,4,True,50,0.2,0.4,250,0.9
p01,1393.19,8,1.735,11,4,True,50,0.2,0.5,50,0.7
p01,1216.68,4,2.67,11,4,True,50,0.2,0.5,50,0.8
p01,1258.96,8,2.92,11,4,True,50,0.2,0.5,50,0.9
p01,1280.74,5,1.799,11,4,True,50,0.2,0.5,100,0.7
p01,1310.32,0,1.714,11,4,True,50,0.2,0.5,100,0.8
p01,1193.79,8,2.191,11,4,True,50,0.2,0.5,100,0.9
p01,1365.96,20,1.997,11,4,True,50,0.2,0.5,150,0.7
p01,1271.94,0,2.424,11,4,True,50,0.2,0.5,150,0.8
p01,1341.93,10,1.891,11,4,True,50,0.2,0.5,150,0.9
p01,1314.13,5,2.273,11,4,True,50,0.2,0.5,200,0.7
p01,1247.68,7,3.118,11,4,True,50,0.2,0.5,200,0.8
p01,1140.04,9,3.893,11,4,True,50,0.2,0.5,200,0.9
p01,1342.63,35,2.766,11,4,True,50,0.2,0.5,250,0.7
p01,1328.23,11,1.803,11,4,True,50,0.2,0.5,250,0.8
p01,1164.28,7,4.73,11,4,True,50,0.2,0.5,250,0.9
p01,1021.32,49,4.821,11,4,True,50,0.3,0.1,50,0.7
p01,1218.44,35,4.692,11,4,True,50,0.3,0.1,50,0.8
p01,1168.76,10,2.999,11,4,True,50,0.3,0.1,50,0.9
p01,1202.38,5,1.776,11,4,True,50,0.3,0.1,100,0.7
p01,1163.21,69,7.032,11,4,True,50,0.3,0.1,100,0.8
p01,1217.47,25,3.155,11,4,True,50,0.3,0.1,100,0.9
p01,1122.48,23,4.524,11,4,True,50,0.3,0.1,150,0.7
p01,1306.25,44,3.642,11,4,True,50,0.3,0.1,150,0.8
p01,1142.38,9,3.128,11,4,True,50,0.3,0.1,150,0.9
p01,1171.54,63,6.905,11,4,True,50,0.3,0.1,200,0.7
p01,1108.05,13,3.129,11,4,True,50,0.3,0.1,200,0.8
p01,1184.98,15,4.005,11,4,True,50,0.3,0.1,200,0.9
p01,1347.3,60,4.873,11,4,True,50,0.3,0.1,250,0.7
p01,1212.01,4,2.287,11,4,True,50,0.3,0.1,250,0.8
p01,1158.97,4,3.704,11,4,True,50,0.3,0.1,250,0.9
p01,1243.99,11,3.403,11,4,True,50,0.3,0.2,50,0.7
p01,1211.54,12,3.344,11,4,True,50,0.3,0.2,50,0.8
p01,1205.59,44,4.996,11,4,True,50,0.3,0.2,50,0.9
p01,1336.64,8,1.969,11,4,True,50,0.3,0.2,100,0.7
p01,1103.95,58,6.961,11,4,True,50,0.3,0.2,100,0.8
p01,1105.89,81,7.125,11,4,True,50,0.3,0.2,100,0.9
p01,1312.53,10,1.932,11,4,True,50,0.3,0.2,150,0.7
p01,1145.58,54,6.297,11,4,True,50,0.3,0.2,150,0.8
p01,1278.05,17,3.936,11,4,True,50,0.3,0.2,150,0.9
p01,1307.03,4,1.29,11,4,True,50,0.3,0.2,200,0.7
p01,1255.65,72,5.208,11,4,True,50,0.3,0.2,200,0.8
p01,1155.16,1,3.347,11,4,True,50,0.3,0.2,200,0.9
p01,1295.47,20,2.885,11,4,True,50,0.3,0.2,250,0.7
p01,1038.77,12,5.879,11,4,True,50,0.3,0.2,250,0.8
p01,1264.53,93,6.449,11,4,True,50,0.3,0.2,250,0.9
p01,1351.6,13,2.01,11,4,True,50,0.3,0.3,50,0.7
p01,1234.79,22,3.946,11,4,True,50,0.3,0.3,50,0.8
p01,1214.8,47,5.071,11,4,True,50,0.3,0.3,50,0.9
p01,1364.61,21,2.311,11,4,True,50,0.3,0.3,100,0.7
p01,1057.29,87,8.697,11,4,True,50,0.3,0.3,100,0.8
p01,1128.39,43,5.562,11,4,True,50,0.3,0.3,100,0.9
p01,1306.93,3,2.372,11,4,True,50,0.3,0.3,150,0.7
p01,1078.53,11,4.546,11,4,True,50,0.3,0.3,150,0.8
p01,1290.01,5,1.911,11,4,True,50,0.3,0.3,150,0.9
p01,1327.32,1,1.097,11,4,True,50,0.3,0.3,200,0.7
p01,1260.36,6,2.216,11,4,True,50,0.3,0.3,200,0.8
p01,1223.09,71,6.282,11,4,True,50,0.3,0.3,200,0.9
p01,1334.53,0,1.842,11,4,True,50,0.3,0.3,250,0.7
p01,1351.8,6,1.414,11,4,True,50,0.3,0.3,250,0.8
p01,1265.27,79,6.193,11,4,True,50,0.3,0.3,250,0.9
p01,1358.21,12,1.592,11,4,True,50,0.3,0.4,50,0.7
p01,1327.14,5,1.599,11,4,True,50,0.3,0.4,50,0.8
p01,1232.13,8,2.3,11,4,True,50,0.3,0.4,50,0.9
p01,1330.97,8,1.678,11,4,True,50,0.3,0.4,100,0.7
p01,1323.45,14,2.465,11,4,True,50,0.3,0.4,100,0.8
p01,1189.35,86,5.594,11,4,True,50,0.3,0.4,100,0.9
p01,1384.8,4,1.421,11,4,True,50,0.3,0.4,150,0.7
p01,1392.45,25,2.263,11,4,True,50,0.3,0.4,150,0.8
p01,1334.43,45,3.508,11,4,True,50,0.3,0.4,150,0.9
p01,1331.07,13,1.612,11,4,True,50,0.3,0.4,200,0.7
p01,1281.11,5,1.482,11,4,True,50,0.3,0.4,200,0.8
p01,1327.49,24,2.265,11,4,True,50,0.3,0.4,200,0.9
p01,1381.21,4,1.464,11,4,True,50,0.3,0.4,250,0.7
p01,1313.83,11,2.508,11,4,True,50,0.3,0.4,250,0.8
p01,1221.28,82,6.552,11,4,True,50,0.3,0.4,250,0.9
p01,1301.33,12,2.174,11,4,True,50,0.3,0.5,50,0.7
p01,1319.31,42,3.985,11,4,True,50,0.3,0.5,50,0.8
p01,1234.82,6,1.661,11,4,True,50,0.3,0.5,50,0.9
p01,1361.45,18,2.069,11,4,True,50,0.3,0.5,100,0.7
p01,1319.76,11,1.662,11,4,True,50,0.3,0.5,100,0.8
p01,1293.62,11,2.39,11,4,True,50,0.3,0.5,100,0.9
p01,1424.29,10,1.58,11,4,True,50,0.3,0.5,150,0.7
p01,1343.5,8,1.851,11,4,True,50,0.3,0.5,150,0.8
p01,1221.69,6,2.141,11,4,True,50,0.3,0.5,150,0.9
p01,1365.91,6,1.79,11,4,True,50,0.3,0.5,200,0.7
p01,1316.94,0,1.372,11,4,True,50,0.3,0.5,200,0.8
p01,1327.13,11,2.126,11,4,True,50,0.3,0.5,200,0.9
p01,1238.36,16,2.074,11,4,True,50,0.3,0.5,250,0.7
p01,1285.1,0,1.568,11,4,True,50,0.3,0.5,250,0.8
p01,1211.22,18,4.389,11,4,True,50,0.3,0.5,250,0.9
p01,1274.37,1,1.556,11,4,True,50,0.4,0.1,50,0.7
p01,1116.02,0,2.86,11,4,True,50,0.4,0.1,50,0.8
p01,1173.43,49,4.841,11,4,True,50,0.4,0.1,50,0.9
p01,1102.13,6,3.41,11,4,True,50,0.4,0.1,100,0.7
p01,1196.38,15,2.371,11,4,True,50,0.4,0.1,100,0.8
p01,1162.96,39,6.327,11,4,True,50,0.4,0.1,100,0.9
p01,1297.43,3,2.462,11,4,True,50,0.4,0.1,150,0.7
p01,1295.55,33,3.338,11,4,True,50,0.4,0.1,150,0.8
p01,1300.63,14,2.738,11,4,True,50,0.4,0.1,150,0.9
p01,1367.47,23,2.537,11,4,True,50,0.4,0.1,200,0.7
p01,1348.66,105,5.9,11,4,True,50,0.4,0.1,200,0.8
p01,1295.04,121,7.697,11,4,True,50,0.4,0.1,200,0.9
p01,1219.83,12,3.052,11,4,True,50,0.4,0.1,250,0.7
p01,1256.79,14,2.485,11,4,True,50,0.4,0.1,250,0.8
p01,1262.25,37,4.411,11,4,True,50,0.4,0.1,250,0.9
p01,1361.52,24,2.246,11,4,True,50,0.4,0.2,50,0.7
p01,1278.03,19,2.33,11,4,True,50,0.4,0.2,50,0.8
p01,1374.67,16,1.84,11,4,True,50,0.4,0.2,50,0.9
p01,1360.69,3,1.9,11,4,True,50,0.4,0.2,100,0.7
p01,1285.88,25,2.533,11,4,True,50,0.4,0.2,100,0.8
p01,1153.44,27,5.094,11,4,True,50,0.4,0.2,100,0.9
p01,1375.0,0,1.364,11,4,True,50,0.4,0.2,150,0.7
p01,1259.25,25,3.623,11,4,True,50,0.4,0.2,150,0.8
p01,1318.67,3,1.352,11,4,True,50,0.4,0.2,150,0.9
p01,1300.43,10,1.595,12,4,True,50,0.4,0.2,200,0.7
p01,1342.39,13,1.951,11,4,True,50,0.4,0.2,200,0.8
p01,1243.19,25,4.205,11,4,True,50,0.4,0.2,200,0.9
p01,1325.82,3,1.149,11,4,True,50,0.4,0.2,250,0.7
p01,1400.22,7,1.564,11,4,True,50,0.4,0.2,250,0.8
p01,1209.53,8,2.393,11,4,True,50,0.4,0.2,250,0.9
p01,1330.64,21,2.322,11,4,True,50,0.4,0.3,50,0.7
p01,1332.17,18,2.655,11,4,True,50,0.4,0.3,50,0.8
p01,1373.58,15,1.749,11,4,True,50,0.4,0.3,50,0.9
p01,1341.74,10,1.572,11,4,True,50,0.4,0.3,100,0.7
p01,1336.16,4,2.155,11,4,True,50,0.4,0.3,100,0.8
p01,1347.85,57,4.012,11,4,True,50,0.4,0.3,100,0.9
p01,1359.04,7,1.756,11,4,True,50,0.4,0.3,150,0.7
p01,1342.96,3,1.34,11,4,True,50,0.4,0.3,150,0.8
p01,1172.94,26,3.341,11,4,True,50,0.4,0.3,150,0.9
p01,1263.91,0,1.154,11,4,True,50,0.4,0.3,200,0.7
p01,1345.76,7,1.321,11,4,True,50,0.4,0.3,200,0.8
p01,1237.06,0,1.751,11,4,True,50,0.4,0.3,200,0.9
p01,1380.77,11,1.606,11,4,True,50,0.4,0.3,250,0.7
p01,1340.08,15,1.898,11,4,True,50,0.4,0.3,250,0.8
p01,1196.65,9,3.933,11,4,True,50,0.4,0.3,250,0.9
p01,1334.89,11,1.848,11,4,True,50,0.4,0.4,50,0.7
p01,1321.38,6,1.971,11,4,True,50,0.4,0.4,50,0.8
p01,1362.54,20,2.054,11,4,True,50,0.4,0.4,50,0.9
p01,1361.56,0,1.852,11,4,True,50,0.4,0.4,100,0.7
p01,1287.0,11,2.105,11,4,True,50,0.4,0.4,100,0.8
p01,1350.96,10,2.621,11,4,True,50,0.4,0.4,100,0.9
p01,1284.1,16,2.413,11,4,True,50,0.4,0.4,150,0.7
p01,1366.92,1,1.488,11,4,True,50,0.4,0.4,150,0.8
p01,1325.73,3,1.777,11,4,True,50,0.4,0.4,150,0.9
p01,1336.79,20,2.084,11,4,True,50,0.4,0.4,200,0.7
p01,1389.0,10,1.696,11,4,True,50,0.4,0.4,200,0.8
p01,1367.99,0,1.199,11,4,True,50,0.4,0.4,200,0.9
p01,1182.59,6,1.837,12,4,True,50,0.4,0.4,250,0.7
p01,1387.98,11,1.511,11,4,True,50,0.4,0.4,250,0.8
p01,1346.36,13,1.931,11,4,True,50,0.4,0.4,250,0.9
p01,1413.29,1,1.581,11,4,True,50,0.4,0.5,50,0.7
p01,1323.56,15,2.303,12,4,True,50,0.4,0.5,50,0.8
p01,1374.83,12,2.442,11,4,True,50,0.4,0.5,50,0.9
p01,1355.09,2,1.209,12,4,True,50,0.4,0.5,100,0.7
p01,1334.0,1,1.363,11,4,True,50,0.4,0.5,100,0.8
p01,1333.33,26,2.539,11,4,True,50,0.4,0.5,100,0.9
p01,1334.29,1,1.522,11,4,True,50,0.4,0.5,150,0.7
p01,1348.45,11,2.052,11,4,True,50,0.4,0.5,150,0.8
p01,1369.4,18,1.998,11,4,True,50,0.4,0.5,150,0.9
p01,1314.32,4,1.391,11,4,True,50,0.4,0.5,200,0.7
p01,1310.38,5,1.708,11,4,True,50,0.4,0.5,200,0.8
p01,1357.0,5,1.382,11,4,True,50,0.4,0.5,200,0.9
p01,1397.13,11,2.067,11,4,True,50,0.4,0.5,250,0.7
p01,1218.23,3,2.425,12,4,True,50,0.4,0.5,250,0.8
p01,1335.02,2,1.184,11,4,True,50,0.4,0.5,250,0.9
p01,1331.24,0,1.63,11,4,True,50,0.5,0.1,50,0.7
p01,1256.67,46,4.512,11,4,True,50,0.5,0.1,50,0.8
p01,1227.77,37,4.873,11,4,True,50,0.5,0.1,50,0.9
p01,1380.51,7,1.416,11,4,True,50,0.5,0.1,100,0.7
p01,1187.71,20,4.981,11,4,True,50,0.5,0.1,100,0.8
p01,1296.86,29,3.443,11,4,True,50,0.5,0.1,100,0.9
p01,1382.5,14,1.749,11,4,True,50,0.5,0.1,150,0.7
p01,1389.88,11,1.901,11,4,True,50,0.5,0.1,150,0.8
p01,1297.9,18,2.291,11,4,True,50,0.5,0.1,150,0.9
p01,1281.9,9,1.734,11,4,True,50,0.5,0.1,200,0.7
p01,1298.52,8,2.041,11,4,True,50,0.5,0.1,200,0.8
p01,1340.98,25,2.367,11,4,True,50,0.5,0.1,200,0.9
p01,1289.35,0,1.449,11,4,True,50,0.5,0.1,250,0.7
p01,1364.63,6,1.401,11,4,True,50,0.5,0.1,250,0.8
p01,1160.11,10,5.751,11,4,True,50,0.5,0.1,250,0.9
p01,1334.24,1,1.624,11,4,True,50,0.5,0.2,50,0.7
p01,1235.13,11,2.503,11,4,True,50,0.5,0.2,50,0.8
p01,1310.94,14,2.904,11,4,True,50,0.5,0.2,50,0.9
p01,1340.43,14,2.012,11,4,True,50,0.5,0.2,100,0.7
p01,1342.77,20,2.951,11,4,True,50,0.5,0.2,100,0.8
p01,1363.77,1,2.002,11,4,True,50,0.5,0.2,100,0.9
p01,1371.33,2,1.786,11,4,True,50,0.5,0.2,150,0.7
p01,1369.68,3,1.177,11,4,True,50,0.5,0.2,150,0.8
p01,1372.25,5,1.794,11,4,True,50,0.5,0.2,150,0.9
p01,1425.11,8,1.576,11,4,True,50,0.5,0.2,200,0.7
p01,1262.83,13,3.334,11,4,True,50,0.5,0.2,200,0.8
p01,1275.91,4,2.381,11,4,True,50,0.5,0.2,200,0.9
p01,1320.1,25,2.842,11,4,True,50,0.5,0.2,250,0.7
p01,1284.29,27,3.4,11,4,True,50,0.5,0.2,250,0.8
p01,1303.14,28,2.552,12,4,True,50,0.5,0.2,250,0.9
p01,1436.1,8,1.61,11,4,True,50,0.5,0.3,50,0.7
p01,1360.5,8,1.423,11,4,True,50,0.5,0.3,50,0.8
p01,1230.92,33,4.402,11,4,True,50,0.5,0.3,50,0.9
p01,1378.38,12,2.162,11,4,True,50,0.5,0.3,100,0.7
p01,1342.76,0,1.545,11,4,True,50,0.5,0.3,100,0.8
p01,1378.96,22,2.246,11,4,True,50,0.5,0.3,100,0.9
p01,1336.76,1,1.648,11,4,True,50,0.5,0.3,150,0.7
p01,1342.9,14,2.097,11,4,True,50,0.5,0.3,150,0.8
p01,1306.93,12,2.069,11,4,True,50,0.5,0.3,150,0.9
p01,1319.52,20,2.021,11,4,True,50,0.5,0.3,200,0.7
p01,1314.6,0,1.467,11,4,True,50,0.5,0.3,200,0.8
p01,1358.51,7,1.606,11,4,True,50,0.5,0.3,200,0.9
p01,1329.33,29,2.952,11,4,True,50,0.5,0.3,250,0.7
p01,1397.3,7,1.484,11,4,True,50,0.5,0.3,250,0.8
p01,1415.68,5,1.258,11,4,True,50,0.5,0.3,250,0.9
p01,1320.69,2,1.559,11,4,True,50,0.5,0.4,50,0.7
p01,1366.59,7,1.362,11,4,True,50,0.5,0.4,50,0.8
p01,1357.4,5,2.082,11,4,True,50,0.5,0.4,50,0.9
p01,1344.7,5,1.286,11,4,True,50,0.5,0.4,100,0.7
p01,1338.54,21,2.012,11,4,True,50,0.5,0.4,100,0.8
p01,1333.25,1,1.66,11,4,True,50,0.5,0.4,100,0.9
p01,1300.04,11,1.758,11,4,True,50,0.5,0.4,150,0.7
p01,1353.77,1,1.184,11,4,True,50,0.5,0.4,150,0.8
p01,1346.65,1,1.673,11,4,True,50,0.5,0.4,150,0.9
p01,1407.49,3,1.15,11,4,True,50,0.5,0.4,200,0.7
p01,1396.76,6,1.802,11,4,True,50,0.5,0.4,200,0.8
p01,1387.48,0,1.376,11,4,True,50,0.5,0.4,200,0.9
p01,1260.69,25,2.596,12,4,True,50,0.5,0.4,250,0.7
p01,1341.03,1,1.739,11,4,True,50,0.5,0.4,250,0.8
p01,1353.82,9,1.439,11,4,True,50,0.5,0.4,250,0.9
p01,1323.47,6,2.219,11,4,True,50,0.5,0.5,50,0.7
p01,1376.35,6,2.079,11,4,True,50,0.5,0.5,50,0.8
p01,1354.96,9,1.973,11,4,True,50,0.5,0.5,50,0.9
p01,1360.86,0,1.452,11,4,True,50,0.5,0.5,100,0.7
p01,1376.83,0,1.066,11,4,True,50,0.5,0.5,100,0.8
p01,1357.97,19,1.901,11,4,True,50,0.5,0.5,100,0.9
p01,1392.27,0,1.048,11,4,True,50,0.5,0.5,150,0.7
p01,1404.26,6,1.559,11,4,True,50,0.5,0.5,150,0.8
p01,1378.61,5,1.263,11,4,True,50,0.5,0.5,150,0.9
p01,1394.51,0,1.02,11,4,True,50,0.5,0.5,200,0.7
p01,1389.6,14,2.034,11,4,True,50,0.5,0.5,200,0.8
p01,1449.49,1,1.068,11,4,True,50,0.5,0.5,200,0.9
p01,1303.08,7,1.632,11,4,True,50,0.5,0.5,250,0.7
p01,1428.59,0,1.094,11,4,True,50,0.5,0.5,250,0.8
p01,1363.75,11,1.578,11,4,True,50,0.5,0.5,250,0.9
p01,935.181,17,8.301,11,4,True,100,0.1,0.1,50,0.7
p01,1048.68,48,8.188,11,4,True,100,0.1,0.1,50,0.8
p01,1178.63,15,8.496,11,4,True,100,0.1,0.1,50,0.9
p01,1235.9,37,9.708,11,4,True,100,0.1,0.1,100,0.7
p01,1126.62,98,13.887,11,4,True,100,0.1,0.1,100,0.8
p01,1081.4,18,6.048,11,4,True,100,0.1,0.1,100,0.9
p01,1204.15,100,18.72,11,4,True,100,0.1,0.1,150,0.7
p01,1020.74,29,11.924,11,4,True,100,0.1,0.1,150,0.8
p01,1072.88,29,8.621,11,4,True,100,0.1,0.1,150,0.9
p01,1055.87,34,7.978,11,4,True,100,0.1,0.1,200,0.7
p01,1259.43,33,7.723,11,4,True,100,0.1,0.1,200,0.8
p01,1230.56,32,7.519,11,4,True,100,0.1,0.1,200,0.9
